217,10,312,10,312,123,217,123
316,10,399,10,399,125,316,125
406,14,497,14,497,130,406,130
529,145,628,145,628,178,529,178
531,186,633,186,633,222,531,222
538,231,628,231,628,260,538,260
466,297,604,297,604,378,466,378
357,312,443,312,443,395,357,395
327,208,434,208,434,276,327,276
173,301,308,301,308,405,173,405
145,28,204,28,204,118,145,118
162,164,275,164,275,208,162,208
161,227,284,227,284,278,161,278
81,143,147,143,147,397,81,397
